,分词结果,label,act_label,预测结果,人工分类
1255,沃尔玛 刷卡金 抵扣 账单 有木有 实际操作 请教 怎么弄 先 积分兑换 刷卡金 致电 客服 抵扣 账单 先 不用 兑换 成 刷卡金 找 客服 申请,16,16,积分,积分
1256,临额 用卡 三期 账单 出临额 提 成功 临额,19,19,账单,账单
1257,第一次 收 保护费 电话 . 固额 一年 上个月 刷 一笔 超额 度 电话 激活 万 好享贷 拒绝 威胁 销卡 客服 傲娇 回 说 选择 销卡 认 怂 客服 告诉 结清 账单 钱 挂 电话 一次性 冷冻 半个 月 一分钱 花  临额 刷 一万 高尔夫 消费 一笔 酒店 住宿 中午 电话 说 选中 优质 . 万 优质 我信 费率 五折 .  划算 分 全额 说 分 没得花 涨点 额度 客服 潜台词 交 手续费 后期 涨 分 全额 当小娇 帮 账单 临额 到期 后能 固额 人品指数  干嘛 娇娇 抠,8,8,好享贷,好享贷
1258,注销 一个月 网点 申请 注销 一个月 网点,21,21,销卡、销户,销卡、销户
1259,咨询 下首 卡 想 销卡 咨询 下首 卡 想 销掉 交通卡 行有 影响 点 提升 额度 查 征信 拒 提 临时 一万 点 提升 额度 临时,22,22,额度调整,额度调整
1260,第一次 两级 发图,0,0,APP,APP
1261,收到 邀请 办卡 短信 奇怪 首卡 . 万 额度  临时 额度  号 买单吧 第二天 额度 未 变 收到 卡片 收到 发 邀请 办 白金卡 短 信 啥子 链接 申请 求大牛 告知,22,22,额度调整,额度调整
1262,申请 优逸白 额度 有毒 首卡 额度 万 说 历史 额度 最低 记录 他行 最低  七万 懂 几个 帖子 优逸白 额度 高 二卡 优逸白 首卡 额度 高 他行 罕见 统计 优逸白 额度,22,22,额度调整,额度调整
1263,金凤 优逸白留 降级 来个 金凤 两张 留 注销 注销,21,21,销卡、销户,销卡、销户
1264,卡 等级 黑卡 无意间 卡 介绍 卡 等级 黑卡 级别 高端,20,16,还款,积分
1265,求助 天 境外 免费   周五 积分兑换 成功 积分 扣除 找 不到 说 优惠 码 方法 没对 哪位 帮帮我,16,16,积分,积分
1266,风控 刺激,20,20,还款,还款
1267,白麒麟 敌 标准 金卡 上次 从金卡 换成 优逸 损失  额度 惦记着 这回 再申 找回 金卡 额度 时间 解决,22,22,额度调整,额度调整
1268,境外 消费 免税店 消费 支持 银联 万事达  双标 卡消费 银联 万事达,12,12,支付,支付
1269,人品指数  分 权益 懂 尚未 破首 提,0,0,APP,APP
1270,曲线 失败 卡优益 白金 额度 变,20,20,还款,还款
1271,生日 当天 倍 积分 撸 当天 刷 倍 再加 倍 好像 刷 . 万 合适 当天 分 几笔 刷 风控 刷,16,16,积分,积分
1272,黑普卡  额度 两期  提额 上周 完 第二期 账单 下周 第三期 账单 有没有,19,19,账单,账单
1273,人品分 超  没临额 求 解答 ..._ 人品  分 调整 临额 固额 没法 调 求解,20,20,还款,还款
1274,最低 额度 白麒麟 手上 昨天 早上 额度 变  失望 曲线 额度 两年 调额,22,22,额度调整,额度调整
1275,白麒麟 额度 共享 坑 共享  坑货,20,20,还款,还款
1276,菜卡 二卡 曲线  激活 首卡  激活 当晚  沃 德卡  理财 发挥作用,11,11,开卡,开卡
1277,玩 风控 +_+_  喜欢,0,0,APP,APP
1278,白金卡 年 提额 始终 万 额度 办法 临时 额度 万 我想调 固定 额度,22,22,额度调整,额度调整
1279,刷 一笔 收到 短信 临额 刷 一笔 收到 短信 临额 不进 小黑 屋,15,15,短信,短信
1280,新户 积分 有个 积分换  刷卡金 指定  元 笔 指定 线上 消费,16,16,积分,积分
1281,真实 消费 查不到  查不到 真实 消费,10,10,市场活动,市场活动
1282,风控 人品分 连续 月  月底 积分 过期 兑换 一部分 积分换 一箱 纸巾 人品分 月份 账单 日   月份 账单 日  账单 日 还清 算是 账单 以往 最少   临时 几天 算 说 符合  固定 额度  风控,19,19,账单,账单
1283,第二轮 获胜 哪位 第二轮 获胜,20,20,还款,还款
1284,白金卡 资质 昨天 中铁 白金卡 拒 白金卡 资质 年薪 万够,13,13,申请,申请
1285,半年 怎么回事 刚前 两个 月 刷 两笔 医院 几天 直到现在 月 最低 利息 吃不住 搞 客服,20,20,还款,还款
1286,挂失 补卡 只能 挂失 补卡 挂失 补卡 天,7,7,卡片维护,卡片维护
1287,公告 白金卡 服务 调整 公告 尊敬 太平洋 持卡人 服务 情况 变化 白金卡 服务 调整 新 年度 周期 主 卡持卡 元 卡 年 提升  元 卡 年 新 年度 周期 年 月 日至  年 月  日 年 月 日起 具体内容 详见 更新 服务 条款 白金卡 产品 权益 调整 疑问 请 致电  小时 白金 秘书 专线    感谢您 支持 关注 原 服务 内容 修改 原 条款 持卡人 携带 同行人 须 航班 服务 携伴 次数 携带 人数 次数 中 扣除 修改 主 卡持卡 携带 同行人 须 航班 服务 携伴 次数 携带 人数 次数 中 扣除 附属卡 仅限 短 信 提醒 短 信 发送 时间 服务商 端 系统 投产 前  天 批量 发送给 附属卡 持卡人 短信内容 尊敬 白金 附属卡 持卡人 自月 日起 龙腾 全球 机场 贵宾室 服务 系统升级 升级 服务 仅限 附属卡 持卡人 发送 逻辑 剔除 白金卡 附属卡 调整 仅限   私银 沃德 意见 领袖 关键 附属卡 限 系统 解决方案 初期 方案 数据 筛选 服务商 端 我行 附属卡 开通 龙腾 贵宾室 服务 客户名单 提供 我行  剔除 服务商 关闭 非关键 附属卡 携伴 功能 系统 解决方案   私银 沃德 意见 领袖 关键 定义 交互 标签 官网 系统 服务商 实时 交互 非 客群 附属卡 携伴 两项 服务 条款 调整,12,13,支付,申请
1288,金鹰 卡 昨天 . 万 临时 曲线 沃尔玛 金卡 昨天 临时 . 万 没领 固定 . 万 想要 卡 搞,22,16,额度调整,积分
1289,曲线 他行  前提 概要 月 中旬 网申  菜卡 标准 普卡 用到 昨天 自动 提固  气死 前段时间 搬 砖  多月 本月 号 农行 网点 超级 柜台  金卡 额度  请教 以卡办卡 参考 行 农行 卡出 一期 账单 几个 月 行 交通网 申二卡 卡部 征信 发现  农行 疑惑 按理说 昨天 提额 征信 发现 近期  农行 卡 参考 奇怪,22,20,额度调整,还款
1290,黑屋 账单 日 提前 还清 昨天 提示 请 稍后 再试 !,20,20,还款,还款
1291,优逸销 二卡 销不掉 刷卡金 打发 持卡 十六行 卡  张 中农 建工 交都 张 不好 管理 精简 卡片 周四 致电 说  优逸 注销 掉 保留 来电 客气 告诉 优逸 注销 账户 保留 我免 年费 反问 优逸 注销 说 诱导 刷卡金,21,21,销卡、销户,销卡、销户
1292,万 金花 有没有 额度 昨天 收到 短 信 打开 买单吧,22,22,额度调整,额度调整
1293,申请 优益 曲线 失败 四年 前下  从没 提升 额度 去年 用积分 收手 银上 充值 话费 抵扣 钱 估计 原因 发短信 提到  两天 卡友  激活 当晚 优异 曲线  想 跟风 失败 原本 磁条卡 换成 芯片 卡好 曲线 方法 人品指数  多分  提升,13,22,申请,额度调整
1294,周周刷 万能 排名 坑 周周刷 万能 排名 玩 周周刷 设置 多坑 跳,10,10,市场活动,市场活动
1295,申请 白金 几天 昨晚 早上 建档 几天,13,13,申请,申请
1296,发短信 邀请 白金 情况,10,10,市场活动,市场活动
1297,标准 金 单标 偶然 银联  双标 卡,10,10,市场活动,市场活动
1298,微信 端  微信 支付 免费 领 代金券 元 元 代金券 用户 微信 钱包 卡 包中 选择 点击 即可 元 元 代金券 . 元 . 元 可用 每人 限领 张,12,12,支付,支付
1299,记仇 终于 批卡 这回 选择 分行 估计 讨厌 好像 选择 接受 降级,16,16,积分,积分
1300,新户 名下 有房 想 申请 优逸白 网申 线下 网点 额度 高,13,20,申请,还款
1301,好享贷 万 好享贷 万分 期 剩下 想 久 一点 求 回答,8,8,好享贷,好享贷
1302,白麒麟 免年费 这波 操作 几分  年 刷卡 排名 月 达标 兑换  年 年费 省  块钱 额度 太低  一年 一分 没动,16,16,积分,积分
1303,白麒麟 固额 去年 标金 .  临额 .  半年 邀请 .  当月 临额 .  刷 标金 注销 剩下 白麒麟 年 固额 .  临时 额度 刷卡 额 一年  原因 导致 临额 提固额 白麒麟 固额 临额 额度 提升,22,22,额度调整,额度调整
1304,申请 苏宁 二卡 免年费 好像 弄个 苏宁  年费 太贵,13,10,申请,市场活动
1305,求教 两张 卡 调平 额度 金卡 万 万 金卡 万 求教 优逸白 调 万,22,22,额度调整,额度调整
1306,温柔 图 前天 小建 涨 固定 额度 招架不住,22,22,额度调整,额度调整
1307,办理 沃德 理财  砖 月 办理 白麒麟 想  砖 挪走 把沃 德卡 消掉 新人 不太懂 求教,8,8,好享贷,好享贷
1308,刷 流水 买 理财 几个 月 拒绝 好多年 办 张 储蓄卡 走走 流水 买买 东西 行,10,20,市场活动,还款
1309,降额 告别  降到  短信通 知 打开  发现 降额 心 凉 发 帖子 点个 外卖 电话 风控 还款 .  无声无息 降额 莫名其妙 逾期 两个 月 前 逾期 三五天 逾期 无关 过年 一个多 星期 降额 真让人 心塞 第一张  第一张 要消 卡 下个月 账单 消了 养不熟 这小 半年 经济 不好 确实 好好 养卡  缺钱 存 隔天 取出 收到 风控 提示 短 信 好好 刷 四大 额度 不高 稳,20,20,还款,还款
1310,临额 提固额 主动 临额 月 号 到期 到期 账单 日固额 提,19,19,账单,账单
1311,两年 提额 万年 黑 用卡 临时 没必 出过,22,22,额度调整,额度调整
1312,共享 金凤 一年 临时 月 月 固定 提 共享 卡到 注销 激活 计愁,10,0,市场活动,APP
1313,降额 原因 导致 逼 销卡,21,21,销卡、销户,销卡、销户
1314,被关 小黑 屋 去年 .  几年 月 提额 .  临时 每期 打电话 每次 同意 分 提前 结清 打电话 同意 问 影 影响 提额 客服 说 影响 提示 说 几十几百 刷 刷卡 频次 违规操作 姿势,20,20,还款,还款
1315,摆摊  摆摊,20,20,还款,还款
1316,冷冻 月 提 年前 额度 好像 万 刷 降到 提到  买单吧 提 冷冻 几个 月 提 多行 好几万 额度 万  最低 消怕 记仇 朋友 高招,22,22,额度调整,额度调整
1317,骗人 有意思 来个 通知 额度 提了,8,22,好享贷,额度调整
1318,没磁 补卡 卡号 二卡,20,7,还款,卡片维护
1319,周周刷 商户 消费 参加 活动 周周刷 商户 消费 参加 活动 双 支付宝 刷 好多 不行 好像,10,10,市场活动,市场活动
1320,沃尔玛 加油站 撸 减后 这笔 交易 不积分 上周五 没积分 卡 撸 加油站 分 或者说 参加 立减 不计 积分,16,16,积分,积分
1321,账单 临时 冷冻 销卡 信用 申请 终于 情况 刷下去 意义 一销 事 冷冻 养,19,19,账单,账单
1322,求助 异地 申卡 朋友 本科学历 公积金 社保 四大行 四大行 业务 往来 异地 网申,20,8,还款,好享贷
1323,积 分 领钱 万积分 块 活动期 元 奖励,20,10,还款,市场活动
1324,手机 尾号 邀请 有没有 如题,10,10,市场活动,市场活动
1325,同学 帮 申请 秒 大专 学历 算是 首卡 秒 批,13,13,申请,申请
1326,萌新小白求 问 周周刷 用卡 年  额度  从来不 玩卡 最红星期五 加油 薅 点 刷卡金 月 刷卡 万 年 第一年 免年费 往后 年 凑够 万积 分免 免费 客服 打电话 做 拒绝 想 买  很久 媳妇 买 周周刷  参加 刷  万 一多半  收到 规范 用卡 短信 到时候 选奖 时 收到 风控 短信 提供 发票 没收 风控 短信 提供 担心 提供 发票 前辈 卡 有没有 提供 发票  心虚 刷卡 姿势 第一次 玩,10,10,市场活动,市场活动
1327,年费 计算 周期 算 开卡 日期 算 月 批卡 日期 算 月,20,20,还款,还款
1328,情况 该下 白麒麟  单位 办 公务 卡  额度 用过 短信 送  积分 下载 买单吧 领了 积分  秒 批 两天 收到 卡 发现 说  额度 申请 情况 有没有 申请 白麒麟 请 赐教,22,22,额度调整,额度调整
1329,青年 普卡 上限 用卡 一年 几个 月  出个 临时  提额 两次 提,22,22,额度调整,额度调整
1330,点 临时 消失 第一次  临时 额度 没用 第二次  临时 点  临时 消失 肤浅 人品分  同比 上个月 低 分,22,22,额度调整,额度调整
1331,女 同志 申请 真比 男 速度 真  变态 几个 小时 收到 卡 老婆 身份证 网申  电话 征信 老婆 接 没接 批卡 首卡  额度 今天上午 卡 收卡  小时 老婆 征信 花 是因为 我用 身份 京东 支付宝 中邮 网易 贷 款,4,4,信用记录,信用记录
1332,终于 下手  每月 一笔 早上 款 收到 短 信,20,10,还款,市场活动
1333,苏果 卡能 城市 刚批 苏果 卡 回老家 老家 苏果 苏果 卡 苏果 支付宝 绑 苏果 卡 付款 拿卡刷 效果,20,10,还款,市场活动
1334,人品指数 方法 提高 提高 人品指数,10,10,市场活动,市场活动
1335,生日 一笔 刷  提心吊胆,10,10,市场活动,市场活动
1336,附属卡 手机号 注销 主卡 手机号 电话 申请 更改 附属卡 手机号 营业厅 核对 信息 更改 手机号码 行,1,1,个人信息,个人信息
1337,周周刷 第三轮 选奖 挑 耳机 赶紧 撤 截止 本周 达标 周总 排名 万名 选 耳机 赶紧 撤 通知 得奖 坐等 耳机,10,10,市场活动,市场活动
1338,买单吧 买单吧  固定 额度 . 调整 . 点,22,22,额度调整,额度调整
1339,良心 力挺 提额准 幅度 羊毛 良心,20,20,还款,还款
1340,封卡 销卡 申请 封卡 永远 申请 留 卡 存钱 撸 死,21,21,销卡、销户,销卡、销户
1341,囧 加办 白麒麟 死活 找 不到 白麒麟 卡 前 几天 额度  曲线 一大早 买单吧 加办 卡 死活 找 不到 名叫 卡 标准 卡面 印 图案 有点像 一查 囧 提上去 能过,22,13,额度调整,申请
1342,小娇伤 人生 首卡 研究生 毕业 房贷 行 两 三年 提了  果断 销卡 半年 发短信 邀请 办卡 本来 材料 网点 告知 杭州 支持 以卡办卡 提交 纸质 材料 只好 网申 里边 块砖 心想 超过 额度 最低 秒 万,21,13,销卡、销户,申请
1343,申请 个二卡 沃尔玛 指望 曲线 能下 卡 行 万年不提 指望 申个 腿毛 卡,13,16,申请,积分
1344,一滴水 推荐   放水 反正,10,10,市场活动,市场活动
1345,积分 第一次 玩 没什么 经验 前 几轮 选 一轮 慢慢 发现 排不上 号 明年 再刷 早点 选 先 搞 积分,16,16,积分,积分
1346,调额 毛 幅度 之大,22,22,额度调整,额度调整
1347,自已 降 额度 额度  降到,22,22,额度调整,额度调整
1348,废小娇 服 说  降 额度 没话 反辩 上次 降额 真实 消费 消费 香港 线下 真实 消费  号 帐单 降 很想 爆粗 骂 比废行 废,22,19,额度调整,账单
1349,修改 账单 日 求 大佬 解惑 交通卡 原 账单 日  号 做 低额 账单 冲突 上个月 底  修改 电话 咨询 说 修改  号 电话 修改 号 账单 日 条 短信 说 下个月 生效 求问 大佬 月 下个月,19,19,账单,账单
1350,点 提额 同意 查询 征信 点击 同意 查询 征信 审核 未 情况 调 同意 查 征信,4,4,信用记录,信用记录
1351,卡 封 每月 最低 万 多钱 卡 协商 解决,20,10,还款,市场活动
1352,销卡 想 网 申卡 喊 网点 喊 网点 月 网申 销卡 网点 恢复,21,21,销卡、销户,销卡、销户
1353,打电话 办 退掉 麻烦 打电话 退掉 打电话 退掉,19,0,账单,APP
1354,申请 优异 批  卡 回事 昨天 优异 早上 一看 批  卡 怎么回事 手里  卡 系统 错 有没有 大佬 回事,13,13,申请,申请
1355,网申 白麒麟 降级 金卡有 激活码 老婆 年 月 网申 拒 年底 发短信 审核 降级 额度 万 .    .  卡到 网点 开 卡 激活,11,20,开卡,还款
1356,号 下午 五点 申请  号 中午 卡 到手 疯 提前 卡 办好 收到 邀请 办卡 短信,13,13,申请,申请
1357,优逸白 秒 青年 卡要 销掉 买单吧 金 秒 号 申请  号 审核 号 收到 卡片 额度 青年 卡 激活 网点 青年 卡 到期 销掉,13,13,申请,申请
1358,生活费 真狠 本来 卡 额度  逾期 月 好不容易 凑钱 刚想 取出 天 降到 元 太狠,20,20,还款,还款
1359,为啥 优逸白 卡 机器 闪付 饭店 超市 刷 闪付 不行  机 插 芯片 闪付  机有 发 怎么回事 卡种 免年费,10,12,市场活动,支付
1360,急 没到 还款 日  刷 百多  刷 刷 冻结 打电话 客服 机器人 说 解冻 人工 客服 说 入账 入账 能刷 怎么回事 咋办,20,20,还款,还款
